id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
205,SATACT,"The last paragraph suggests that those who would reevaluate, and perhaps want to devalue, the work of famous male poets should above all be:",cautious.,decisive.,opinionated.,zealous.,0.32,"[-59.258113861083984, -51.15405464172363, -60.79927062988281, -45.40755271911621]",3,0,0.9173367,0.0,1.248,0.0,1.539,D,A,False
206,SATACT,Which choice completes the text with the most logical and precise word or phrase?,decisive,lacking,variable,dormant,0.32,"[-34.75774383544922, -31.43666172027588, -16.908132553100586, -47.04188632965088]",2,3,0.9963493,0.0,2.147,0.0,3.013,C,B,False
207,SATACT,Which choice most logically completes the text?,S. caninervis is one of the few types of moss that can survive under semitransparent rocks.,quartz crystals do not transmit the necessary sunlight for photosynthesis in S. caninervis.,S. caninervis growing under quartz crystals experience lower light intensity and are thus able to retain more moisture.,quartz crystals are capable of supporting S. caninervis growth if the crystals are not too thin.,0.32,"[-41.50511283625383, -73.32864171429537, -57.795490073855035, -78.79560898593627]",0,2,0.8957168,0.75,2.907,0.0,3.729,A,D,False
208,SATACT,Which choice completes the text with the most logical and precise word or phrase?,prevail,succumb,diverge,intersect,0.32,"[-36.68810176849365, -51.55147647857666, -34.34074378013611, -33.9798641204834]",3,3,1.0,0.0,1.448,1.0,1.757,D,A,False
209,SATACT,"The student wants to make a generalization about the kind of study conducted by Glickman, Brown, and Song. Which choice most effectively uses relevant information from the notes to accomplish this goal?","Based on statistical analysis, Glickman, Brown, and Song claim that John Lennon wrote the verse of “In My Life.”",There is only an 18.9% probability that Paul McCartney wrote the verse for “In My Life”; John Lennon is the more likely author.,"It is likely that John Lennon, not Paul McCartney, wrote the verse for “In My Life.”",Researchers have used statistical methods to address questions of authorship within the field of music.,0.32,"[-39.97801572311437, -50.69901999569265, -35.272139601642266, -48.42978658399079]",2,3,0.86350477,1.0,1.25,1.0,1.543,C,B,False
210,SATACT,Which choice completes the text with the most logical transition?,"Specifically,","Next,","For instance,","In sum,",0.32,"[-13.435826167464256, -10.581839442253113, -12.578224942088127, -16.295244574546814]",1,1,1.0,0.0,0.411,1.0,0.571,B,C,False
211,SATACT,Which choice completes the text with the most logical and precise word or phrase?,replicable,predetermined,operative,latent,0.24,"[-21.522972106933594, -35.2500057220459, -17.349437713623047, -33.7400541305542]",2,3,0.9992314,0.0,1.538,0.0,1.79,C,B,False
212,SATACT,"Which choice best describes the function of this ""Many scientists at the time believed that the ocean floor was mostly flat."" sentence in the text as a whole?",It identifies a scientific belief that Tharp and Heezen showed to be wrong.,It describes the design of Tharp and Heezen’s experiment.,It emphasizes a disagreement between Tharp and Heezen.,It presents data to support a claim that Tharp and Heezen made.,0.24,"[-46.87728669695207, -39.41960295323224, -35.646264616792905, -51.31776604743936]",2,0,0.9262909,1.0,1.228,0.0,1.567,C,B,False
213,SATACT,Which choice best states the main purpose of the text?,To convey the worries brought about by a new guest,To describe how the characters have changed over time,To contrast the activity indoors with the stillness outside,To depict the setting as the characters await a visitor's arrival,0.24,"[-48.49870526790619, -36.81181538105011, -41.76264118403196, -52.93287169933319]",1,3,0.8987427,1.0,1.236,0.0,1.612,B,C,False
214,SATACT,The student wants to specify how the salt enables energy storage. Which choice most effectively uses relevant information from the notes to accomplish this goal? ,"Scientists have developed a freeze-thaw battery that contains molten salt, which liquifies when heated and solidifies at room temperature.","The stored energy in a freeze-thaw battery, which contains molten salt, can be used by reheating the battery. ","When the molten salt in a freeze-thaw battery solidifies at room temperature, energy stops flowing and can be stored in the battery.",Molten salt allows a freeze-thaw battery to retain 92% of its charge after twelve weeks.,0.24,"[-29.405370719963685, -52.051316388417035, -52.43236643727869, -48.32643536350224]",0,2,0.9192166,1.0,1.892,0.0,2.303,A,D,False
215,SATACT,Which choice completes the text with the most logical and precise word or phrase?,antecedent,impending,innocuous,perpetual,0.24,"[-37.25552149116993, -35.37722587585449, -53.752769470214844, -53.488792419433594]",1,1,1.0000001,0.0,1.736,0.0,1.838,B,C,False
216,SATACT,"Which choice best describes the function of the portion, “Ever repulsed, yet ever rushing on—Filled with a life that will not know defeat;” in the text as a whole?",It portrays the surroundings as an imposing and intimidating scene.,It characterizes the sea’s waves as a relentless and enduring force.,It conveys the speaker’s ambivalence about the natural world.,It draws a contrast between the sea’s waves and the speaker’s thoughts.,0.24,"[-54.20444107055664, -70.07327477261424, -53.16820203898533, -61.03878203127533]",2,1,0.9037487,1.0,1.35,1.0,1.691,C,B,False
217,SATACT,"In the sentence ""This tiny country—about one-sixth of a square mile in all—is also home to a disproportionately large number of sites with great historical, artistic, and which have religious significance."", what is the best answer to replace the phrase ""about one-sixth of a square mile in all—""?",NO CHANGE,"approximately about one-sixth of a square mile, all told—",a grand total sum of about one-sixth of a square mile—,a total of about one-sixth of a square mile when added together—,0.24,"[-21.43493390083313, -46.245762817561626, -39.89110825024545, -41.568042343482375]",0,0,1.0,0.75,1.889,0.0,2.481,A,D,False
218,SATACT,"Which of the following most nearly paraphrases Helen Hunt Jackson's statement to Emily Dickinson that ""it is wrong to the day you live in, that you will not sing aloud""?",It is morally reprehensible of you not to let other poets read your work.,It is unacceptable for you to continue writing; you should become a singer.,It is stingy and wrong of you not to read out loud to those who like your work.,It is unfair to this age that you do not share your poetry with the world.,0.24,"[-192.10753536224365, -177.74855756759644, -223.66065120697021, -200.10279750823975]",1,3,0.9003626,1.0,3.327,0.0,4.591,B,C,False
219,SATACT,The last paragraph suggests that the formation of synapses occurs most rapidly:,during the first two months of a child's life.,during the first nine months of a child's life.,from the time a child is about six months old until that child is about ten years old.,from the time a child is about one year old until that child is well into adolescence.,0.24,"[-19.29229641938582, -20.237400190439075, -44.74530382454395, -47.9029436558485]",0,2,0.8695531,1.0,2.666,0.0,2.861,A,D,False
220,SATACT,Which choice most logically completes the text?,"in order to increase their efficiency, authors who currently write their novels largely by hand should instead work only on a computer.",authors who do most of their drafting and revising by hand likely have more success than those who work entirely on a computer.,"novels written by hand take less time to produce, on average, than novels written on a computer do.",there is no way to reasonably evaluate how a work would be different if it had been written by other means.,0.24,"[-89.17026834189892, -68.80778622126672, -79.59274477511644, -55.92219351232052]",3,3,1.0,1.0,2.477,0.0,3.325,D,A,False
221,SATACT,"Which finding, if true, would most directly support Stöger and her team’s claim?",Giraffes have an excellent sense of vision and can see in color.,The giraffes only produced the humming sounds at night when they couldn’t see one another.,Wild giraffes have never been recorded making humming sounds.,Researchers observed other animals in European zoos humming.,0.24,"[-60.29667580570094, -40.166809506441496, -31.35303215601016, -50.68757027011634]",2,1,0.90920615,0.5,2.178,0.0,2.894,C,B,False
222,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,suggested,suggests,had suggested,was suggesting,0.24,"[-31.446866035461426, -28.075201988220215, -21.571663856506348, -21.215279579162598]",3,0,0.8947086,0.0,0.87,0.0,1.023,D,A,False
223,SATACT,Which quotation from a translation of “The Poet Walt Whitman” most effectively illustrates the claim?,"“Poetry, which brings together or separates, which fortifies or brings anguish, which shores up or demolishes souls, which gives or robs men of faith and vigor, is more necessary to a people than industry itself, for industry provides them with a means of subsistence, while literature gives them the desire and strength for life.”","“Every society brings to literature its own form of expression, and the history of the nations can be told with greater truth by the stages of literature than by chronicles and decades.”","“Where will a race of men go when they have lost the habit of thinking with faith about the scope and meaning of their actions? The best among them, those who consecrate Nature with their sacred desire for the future, will lose, in a sordid and painful annihilation, all stimulus to alleviate the ugliness of humanity.”","“Listen to the song of this hardworking and satisfied nation; listen to Walt Whitman. The exercise of himself exalts him to majesty, tolerance exalts him to justice, and order to joy.”",0.24,"[-223.48452444118448, -132.8618272729218, -256.58474463609673, -173.92961177049438]",1,0,0.85357803,1.0,9.433,0.0,12.372,B,C,False
224,SATACT,Which choice completes the text with the most logical transition? ,Instead,"For example, ","Later, ","In other words,",0.24,"[-14.321654319763184, -19.220741167664528, -22.447349667549133, -16.194613624364138]",0,2,0.90368134,0.0,0.617,1.0,0.813,A,D,False
50,SATACT,Which choice completes the text with the most logical transition?,"Regardless,","Specifically,","However,","Earlier,",0.24,"[-17.31298542022705, -15.325927838683128, -14.474386110901833, -16.942855834960938]",2,1,0.9848718,0.0,0.232,0.0,0.284,C,B,False
51,SATACT,Which choice completes the text with the most logical and precise word or phrase?,stimulated,assigned,opposed,disregarded,0.24,"[-36.85901641845703, -34.176252365112305, -34.80902290344238, -34.44340968132019]",1,0,0.9985733,0.0,0.211,0.0,0.268,B,C,False
52,SATACT,"In the sentence ""At the top of the tiers, stood a woman dressed as Lady Liberty."", what is the best answer to replace the phrase ""tiers, stood a woman""?",NO CHANGE,tiers stood a woman,"tiers stood a woman,","tiers stood, a woman",0.24,"[-21.830634117126465, -34.92443788796663, -38.559670336544514, -42.17879778146744]",0,1,0.8119641,0.75,1.536,0.0,2.035,A,D,False
53,SATACT,The student wants to emphasize the decline in unique apple varieties in the US and specify why this decline occurred. Which choice most effectively uses relevant information from the notes to accomplish these goals?,The Lost Apple Project is dedicated to finding some of the apple varieties lost following a shift in agricultural practices in the mid-1900s.,"While over 14,000 apple varieties were grown in the US in the late 1890s, only 15 unique varieties make up most of the apples sold today.","Since the rise of industrial agriculture, US farmers have mainly grown the same few unique apple varieties, resulting in the loss of thousands of varieties less suitable for commercial growth.","As industrial agriculture rose to prominence in the mid-1900s, the number of crops selected for cultivation decreased dramatically.",0.24,"[-63.58073706179857, -46.62229639058933, -81.1750227692537, -59.21215782081708]",1,2,0.8928485,1.0,2.475,1.0,3.455,B,C,False
54,SATACT,Which choice best states the main purpose of the text?,It explains why the narrator always wanted a piano close to her bedroom.,It establishes how the narrator feels about the piano.,It suggests that the narrator’s brothers are talented piano players.,It describes the event that led the narrator’s parents to buy a piano.,0.24,"[-52.645839273929596, -30.463776409626007, -53.70822305046022, -43.6629617549479]",1,1,1.0,1.0,1.864,0.0,2.324,B,C,False
55,SATACT,"According to the text, what is one reason Moejoh and others founded U-recycle Initiative Africa?",To bring attention to overlooked African artists,To teach young people why recycling is important,To help adults gain important outdoor skills,To give teenagers advice about starting businesses,0.24,"[-34.467412397265434, -16.586249738931656, -39.59226843714714, -37.30899381637573]",1,1,1.0,1.0,1.815,0.0,2.301,B,C,False
56,SATACT,Which choice completes the text with the most logical transition?,"In the first place,","On the other hand,","For this reason,","In comparison,",0.24,"[-16.36314434558153, -14.232705160975456, -16.17241933196783, -18.314948081970215]",1,2,0.8648345,0.5,0.289,0.0,0.408,B,C,False
57,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,promote,are promoting,promotes,have promoted,0.24,"[-33.57247734069824, -24.099889755249023, -35.32200622558594, -24.258444786071777]",1,2,0.9088467,0.0,1.034,0.0,1.122,B,C,False
58,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"effect, though;","effect, though",effect; though,"effect, though,",0.24,"[-35.12667918205261, -28.425349473953247, -32.38811111450195, -31.117194890975952]",1,0,0.95244795,0.0,0.482,0.0,0.67,B,C,False
59,SATACT,Which choice best states the main idea of the text?,"Barve’s investigation shows that some species of Himalayan songbirds have evolved feathers that better regulate body temperature than do the feathers of other species, contradicting previous predictions.","Barve found an association between habitat temperature and feather structure among Himalayan songbirds, lending new support to a general prediction.","Barve discovered that songbirds have adapted to their environment by growing feathers without flat and smooth sections, complicating an earlier hypothesis.","The results of Barve’s study suggest that the ability of birds to withstand cold temperatures is determined more strongly by feather length than feather structure, challenging an established belief.",0.24,"[-84.83941966725979, -72.05502091126982, -81.51237251574639, -100.71441297931597]",1,1,1.0,0.75,2.065,0.0,2.866,B,C,False
60,SATACT,The student wants to present Tan’s research to an audience unfamiliar with Angkor Wat. Which choice most effectively uses relevant information from the notes to accomplish this goal? ,Tan photographed Angkor Wat’s plaster walls and then applied decorrelation stretch analysis to the photographs. ,Decorrelation stretch analysis is a novel digital imaging technique that Tan used to enhance the contrast between colors in a photograph. ,"Using a novel digital imaging technique, Tan revealed hundreds of images hidden on the walls of Angkor Wat, a Cambodian temple. ","Built to honor a Hindu god before becoming a Buddhist temple, Cambodia’s Angkor Wat concealed hundreds of images on its plaster walls. ",0.24,"[-44.74580056106788, -41.61660532350652, -57.42675377140404, -71.03647188833565]",1,2,0.87394327,1.0,2.325,1.0,2.942,B,C,False
61,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English? , instrument: , instrument,instrument— ,"instrument,",0.36,"[-19.21319603919983, -12.252691268920898, -39.40645360946655, -30.4319486618042]",1,1,0.9999999,0.0,2.08,0.0,2.715,B,C,False
62,SATACT,"Which choice best describes the function of the first sentence in the text, “Yawn contagion occurs when one individual yawns in response to another’s yawn.” as a whole?",It defines a phenomenon that is discussed in the text.,It introduces a problem that is examined in the text.,It makes a claim that is challenged in the text.,It presents a hypothesis that is evaluated in the text.,0.36,"[-40.584817469120026, -44.00173580646515, -41.918480575084686, -45.81815469264984]",0,0,1.0,1.0,0.399,0.0,0.523,A,D,False
63,SATACT,The student wants to describe the rocking chair to an audience unfamiliar with Sam Maloof. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"With its sleek, contoured armrests and seat, the walnut rocking chair in Boston’s Museum of Fine Arts is just one piece of furniture created by American woodworker Sam Maloof.","Sam Maloof was born in 1916 and died in 2009, and during his life, he made a chair that you can see if you visit the Museum of Fine Arts in Boston.",Furniture designer Sam Maloof was a recipient of one of the John D. and Catherine T. MacArthur Foundation’s “genius grants.”,"The rocking chair is made from walnut, and it has been shaped such that its armrests and seat are sleek and contoured.",0.36,"[-112.88378167490737, -65.09332505547354, -102.3796013429237, -51.27433118096087]",3,0,0.89594704,1.0,5.095,0.0,6.161,D,A,False
64,SATACT,"In the sentence ""Scholars often probe the museums’ archives of early written works for insights into lives led long ago."", what is the best answer to replace the phrase ""probe""?",NO CHANGE,grab an eyeful of,check out,pry,0.36,"[-21.72210019826889, -30.403988301753998, -17.513306260108948, -19.458521842956543]",2,0,0.8476832,0.25,0.985,1.0,1.289,C,B,False
65,SATACT,Which choice completes the text with the most logical and precise word or phrase?,require,remember,foster,discourage,0.36,"[-18.060029983520508, -16.651844024658203, -32.734981536865234, -38.712045669555664]",1,2,0.9989677,0.0,1.887,0.0,2.206,B,C,False
66,SATACT,The student wants to provide an explanation and an example of Aeolian landforms. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Aeolian landforms are created by different wind-based processes; for example, some are created by wind erosion.","Aeolian landforms—landforms created by the wind—include the mushroom rock, a rock formation in which the wind erodes the base of the rock faster than the top.","Erosion, transportation, and deposition are three examples of how the wind can create Aeolian landforms and mushroom rocks.","A mushroom rock is a rock formation that owes its shape to the wind, a natural force associated with Aeolus in Greek mythology.",0.36,"[-68.9208540758118, -85.90980840288103, -49.68008567788638, -68.85528197744861]",2,1,0.8771134,1.0,2.564,1.0,3.623,C,B,False
67,SATACT,"Which finding about the remote-sensing images, if true, would most directly support Prümers and colleagues’ conclusion?",They show shapes consistent with widely separated settlements of roughly equal small size surrounded by uncultivated jungle.,They show shapes consistent with long-distance footpaths running from Casarabe territories to large cities outside the region inhabited by the Casarabe people.,They show shapes consistent with scattered small farms created by clearing jungle areas near sources of fresh water.,They show shapes consistent with monumental platforms and dense central settlements linked to smaller settlements by a system of canals and roadways.,0.36,"[-94.04788735415787, -107.19052194338292, -97.78278611879796, -113.29044777317904]",0,3,0.89152724,0.5,1.519,0.0,1.924,A,D,False
68,SATACT,Which choice completes the text with the most logical and precise word or phrase?,enhance,hinder,misrepresent,aggravate,0.36,"[-34.22573471069336, -27.40970230102539, -34.41100883483887, -33.679993987083435]",1,1,1.0,0.0,0.582,0.0,0.7,B,C,False
69,SATACT,Which choice completes the text with the most logical transition? ,"Subsequently, ","Conversely,","For instance,  ",In other words,0.36,"[-22.83539453148842, -27.238842325285077, -21.93749100342393, -13.754772331565619]",3,1,0.8211097,0.0,0.974,0.0,1.348,D,A,False
70,SATACT,"As used in the text, what does the word “trace” most nearly mean?",Evidence,Blemish,Amount,Sketch,0.36,"[-13.596271514892578, -21.378758430480957, -18.259368896484375, -49.55864715576172]",0,0,1.0,0.0,2.81,0.0,3.596,A,D,False
71,SATACT,Which choice completes the text with the most logical and precise word or phrase?,complimented by,uncertain about,unbothered by,inspired by,0.36,"[-39.96619093418121, -42.62569808959961, -24.55909986793995, -17.14257037639618]",3,3,1.0000001,0.0,2.119,0.0,2.548,D,A,False
72,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,Umuofia’s traditions will be affected.,will Umuofia’s traditions be affected.,Umuofia’s traditions will be affected?,will Umuofia’s traditions be affected?,0.36,"[-52.2897544791922, -48.76168223202694, -56.52311763074249, -44.498253424768336]",3,3,1.0000001,0.0,0.886,1.0,1.202,D,A,False
73,SATACT,Which quotation from O Pioneers! most effectively illustrates the claim?,"“She looked fixedly up the bleak street as if she were gathering her strength to face something, as if she were trying with all her might to grasp a situation which, no matter how painful, must be met and dealt with somehow.“","“She had never known before how much the country meant to her. The chirping of the insects down in the long grass had been like the sweetest music. She had felt as if her heart were hiding down there, somewhere, with the quail and the plover and all the little wild things that crooned or buzzed in the sun. Under the long shaggy ridges, she felt the future stirring.“","“Alexandra drove off alone. The rattle of her wagon was lost in the howling of the wind, but her lantern, held firmly between her feet, made a moving point of light along the highway, going deeper and deeper into the dark country.”","“Alexandra drew her shawl closer about her and stood leaning against the frame of the mill, looking at the stars which glittered so keenly through the frosty autumn air. She always loved to watch them, to think of their vastness and distance, and of their ordered march. It fortified her to reflect upon the great operations of nature, and when she thought of the law that lay behind them, she felt a sense of personal security.”",0.36,"[-169.03964918619022, -298.5722350978758, -196.55521766096354, -307.35605633817613]",0,3,0.8399482,1.0,12.189,0.0,13.832,A,D,False
74,SATACT,Which choice best describes the overall structure of the text?,It presents alternating descriptions of night in a rural area and in a city.,"It sketches an image of nightfall, then an image of sunrise.",It makes an extended comparison of night to a human being.,It portrays how night changes from one season of the year to the next.,0.36,"[-54.09987049549818, -51.17767813615501, -48.85831034183502, -47.18651350401342]",3,2,0.871924,1.0,0.519,0.0,0.691,D,A,False
25,SATACT,"For the sake of the logic and coherence of Paragraph 2, what should Sentence [2] be?",placed where it is now.,placed after Sentence 3.,placed after Sentence 4.,OMITTED from the paragraph.,0.36,"[-35.48254466056824, -34.770851444453, -36.099314998835325, -29.812950879335403]",3,2,0.85810846,0.75,0.497,0.0,0.629,D,A,False
26,SATACT,Which choice completes the text with the most logical and precise word or phrase?,resolved,adjusted,offered,offered,0.36,"[-34.01647186279297, -17.58541488647461, -32.489139556884766, -32.489139556884766]",1,2,0.99925196,0.0,1.341,0.0,1.643,B,C,False
27,SATACT,Which choice completes the text so that it conformsto the conventions of Standard English?,Created,Creates,Creating,Create,0.36,"[-15.421564102172852, -17.826639890670776, -15.07790470123291, -15.606133460998535]",2,0,0.9995839,0.0,0.216,1.0,0.275,C,B,False
28,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"antiquity, however","antiquity, however,","antiquity, however;","antiquity; however,",0.36,"[-58.36035346984863, -58.55482418835163, -66.09676504135132, -62.501249969005585]",0,2,0.93399614,0.0,0.637,0.0,0.774,A,D,False
29,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,Gingerbread—,"Gingerbread,",Gingerbread,Gingerbread:,0.36,"[-39.19878268241882, -35.565324544906616, -32.512959718704224, -37.32400393486023]",2,2,1.0,0.0,0.492,0.0,0.669,C,B,False
30,SATACT,The student wants to emphasize the thoroughness of Ida Tarbell’s investigation of the Standard Oil Company. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Ida Tarbell not only interviewed Standard Oil executives, oil industry workers, and public oﬃcials but also examined thousands of pages of the company’s internal communications.","Ida Tarbell, who investigated the Standard Oil Company, was a muckraker (a journalist who sought to expose corruption in US institutions during the Progressive Era, 1897–1920).","As part of her investigation of the Standard Oil Company, muckraker Ida Tarbell conducted interviews.","Published in 1904, muckraker Ida Tarbell’s book The History of the Standard Oil Company exposed the company’s unfair business practices.",0.36,"[-51.00456702359952, -58.761565622873604, -41.946333728934405, -43.83294759958517]",2,0,0.8728674,1.0,1.326,0.0,1.682,C,B,False
31,SATACT,Which choice most logically completes the text?,northern Uto-Aztecan tribes likely obtained the crop directly from a southern Uto-Aztecan tribe rather than from a non-Uto-Aztecan tribe.,variation in maize-related vocabulary within each branch of the Uto-Aztecan family likely reflects regionally specific methods for cultivating the crop.,"southern Uto-Aztecan tribes likely acquired maize at roughly the same time as northern Uto-Aztecan tribes did, though from different sources",the family’s division into northern and southern branches likely preceded the acquisition of the crop by the Uto-Aztecan tribes.,0.36,"[-96.5154320198344, -85.21451157040428, -82.46677400096087, -63.24359593435656]",3,3,1.0,1.0,2.394,1.0,3.327,D,A,False
32,SATACT,"As used in the text, what does the word “completing” most nearly mean?",Destroying,Finishing,Advertising,Rejecting,0.36,"[-14.793357133865356, -11.465482648462057, -35.35894584655762, -17.812097445130348]",1,1,1.0,0.0,1.845,0.0,2.389,B,C,False
33,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,sweep,are sweeping,were sweeping,sweeps,0.36,"[-36.2830696105957, -25.83073902130127, -27.576066970825195, -38.0837516784668]",1,3,0.8974461,0.0,1.063,0.0,1.225,B,C,False
34,SATACT,Which choice completes the text with the most logical and precise word or phrase?,attached,collected,followed,replaced,0.36,"[-34.85673713684082, -34.21949768066406, -28.962905883789062, -34.14113426208496]",2,1,0.99931633,0.0,0.475,0.0,0.589,C,B,False
35,SATACT,Which choice completes the text with the most logical transition?,"Regardless,","Subsequently,","Specifically,","Conversely,",0.36,"[-15.239903688430786, -19.180256098508835, -15.3286711871624, -34.37076511979103]",0,2,0.9914331,0.0,1.573,1.0,1.913,A,D,False
36,SATACT,What does the text most strongly suggest about corals that produce bright colors?,These corals have likely been subjected to stressful environmental conditions.,These corals are likely more vulnerable to exposure from intense sunlight than white corals are.,These corals have likely recovered from an environmental event without the assistance of algae colonies.,These corals are more likely to survive without algae colonies than brown corals are.,0.48,"[-32.021056945217424, -50.43952168455871, -51.94746530080738, -47.90353821941244]",0,0,1.0,1.0,1.592,0.0,1.993,A,D,False
37,SATACT,Which choice completes the text with the most logical and precise word or phrase?,secretive,efficient,outgoing,unsympathetic,0.48,"[-35.71147155761719, -16.084882736206055, -30.808127403259277, -22.41274233162403]",1,1,0.9999998,0.0,1.511,0.0,1.963,B,C,False
38,SATACT,Which choice most logically completes the text?,will likely continue to be used primarily to observe objects outside the solar system.,will no longer be used to observe solar system objects if the telescope recommended by Young and colleagues is deployed.,can be modified to observe the features of solar system objects that are of interest to Young and colleagues.,lacks the sensors to observe the wavelengths of light needed to discern how solar system bodies change over time.,0.48,"[-46.27076765149832, -62.92628060281277, -67.9398783147335, -71.71280406508595]",0,0,1.0,1.0,1.943,0.0,2.544,A,D,False
39,SATACT,Which choice completes the text with the most logical and precise word or phrase?,avoided,featured,appreciated,disregarded,0.48,"[-34.774131774902344, -30.61946678161621, -54.10886764526367, -34.31783610582352]",1,1,1.0,0.0,1.836,0.0,2.349,B,C,False
40,SATACT,Which choice completes the text with the most logical transition?,"Similarly,","For this reason,","Furthermore,","In other words,",0.48,"[-14.530603256076574, -17.34673161804676, -14.480232564732432, -14.214293384924531]",3,1,0.8510737,0.0,0.256,0.0,0.313,D,A,False
41,SATACT,"Which choice best describes the function of the sentence, “The trees, like people, have their individual characters; some were ready to yield up their life-blood, while others were more reluctant.” in the text as a whole?",It portrays the range of personality traits displayed by the women as they work.,It foregrounds the beneficial relationship between humans and maple trees.,It demonstrates how human behavior can be influenced by the natural environment.,It elaborates on an aspect of the maple trees that the women evaluate.,0.48,"[-57.44103633612394, -50.99970246851444, -43.91949291527271, -67.10976947844028]",2,3,0.8866549,1.0,1.707,0.0,2.319,C,B,False
42,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,to have suspended,suspending,to suspend,suspended,0.48,"[-27.31043767929077, -35.82302474975586, -20.90995693206787, -36.05812072753906]",2,3,0.8848454,0.5,1.267,0.0,1.515,C,B,False
43,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"company,",company that,company,"company, that",0.48,"[-20.032954692840576, -20.551565647125244, -17.512441635131836, -24.414552688598633]",2,1,0.91234374,0.5,0.494,0.0,0.69,C,B,False
44,SATACT,Which choice most logically completes the text?,diminishing the monetary reward that corporations might derive from their agreements with Indigenous communities.,limiting the research that corporations conduct on the resources of the Indigenous communities with which they have signed agreements.,preventing independent observers from determining whether the agreements guarantee equitable compensation for Indigenous communities.,discouraging Indigenous communities from learning new methods for harvesting plants and animals from their corporate partners.,0.48,"[-86.98955794423819, -73.64475040882826, -91.41680613160133, -99.7664944678545]",1,2,0.8877029,0.75,1.89,0.0,2.612,B,C,False
45,SATACT,The student wants to use a quotation to emphasize a potential problem with the wood-wide web theory. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Describing trees as “super-cooperators,” Simard first suggested that trees can exchange resources with one another in 1997.","In “The Decay of the Wood-Wide Web?,” Karst and colleagues note that common mycorrhizal networks “have captured the interest of broad audiences.”","After evaluating dozens of CMN studies, Karst and colleagues expressed concern that recent claims about common mycorrhizal networks are “disconnected from evidence.”","Despite the concerns expressed in the 2022 study “The Decay of the Wood-Wide Web?,” the wood-wide web theory remains popular.",0.48,"[-73.31155247127754, -48.553955966664944, -58.30474605306517, -47.064709663623944]",3,2,0.8554238,1.0,2.092,0.0,2.625,D,A,False
46,SATACT,The student wants to present the significance of the Hart-Celler Act to an audience unfamiliar with the history of US immigration. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Almost 70% of slots were reserved for immigrants from Great Britain, Ireland, and Germany at the time the Hart-Celler Act was proposed.","Prior to the Hart-Celler Act, new immigration quotas were based on how many people from each country lived in the US in 1890.",The quota system in place in the early 1960s was abolished by the 1965 Hart-Celler Act.,"The 1965 Hart-Celler Act abolished the national-origins quota system, which favored immigrants from northern Europe.",0.48,"[-38.94848500797525, -38.663000606931746, -39.09595995862037, -29.85019829252269]",3,3,0.99999994,1.0,0.785,1.0,0.925,D,A,False
47,SATACT,Which quotation from a literary critic best supports the student’s claim?,"“For one novel, an imagined account of a real person’s global travels, Tobar approached his subject like a reporter, interviewing people the man had met along the way and researching the man’s own writings.”","“Tobar got his start as a volunteer for El Tecolote, a community newspaper in San Francisco, and wrote for newspapers for years before earning a degree in creative writing and starting to publish works of fiction.”","“Many of Tobar’s notable nonfiction articles are marked by the writer’s use of techniques usually associated with fiction, such as complex narrative structures and the incorporation of symbolism.”",“The protagonist of Tobar’s third novel is a man who wants to be a novelist and keeps notes about interesting people he encounters so he can use them when developing characters for his stories.”,0.48,"[-153.50779352127574, -131.70020748395473, -121.68286600447027, -131.85796391649637]",2,0,0.88762736,1.0,2.324,0.0,3.182,C,B,False
48,SATACT,Which choice completes the text with the most logical and precise word or phrase?,susceptible to,contingent on,saturated with,depleted of,0.48,"[-63.86763870716095, -49.39708483219147, -30.44457983970642, -37.387478828430176]",2,2,0.99999994,0.25,2.539,0.0,3.342,C,B,False
49,SATACT,"According to the text, what is true about Mother?",She wishes that more ladies would visit her.,Birthdays are her favorite special occasion.,She creates stories and poems for her children.,Reading to her children is her favorite activity.,0.48,"[-39.482305735349655, -34.79240667819977, -32.35708832740784, -34.58018434047699]",2,2,1.0,0.75,0.519,1.0,0.713,C,B,False
